Id,关卡Id,行为Id,行为类型,参数1,参数2,参数3,参数4,参数5,说明,对应地图
2162703,33,15,1,11,0,0,0,0,创建计时器11，用于显示波数(开局行为),11
2162704,33,16,1,12,0,0,0,0,创建计时器12，用于显示波数(开局行为),11
2162705,33,17,1,13,0,0,0,0,创建计时器13，用于显示波数(开局行为),11
2162706,33,18,1,14,0,0,0,0,创建计时器14，用于显示波数(开局行为),11
2162707,33,19,1,15,0,0,0,0,创建计时器15，用于显示波数(开局行为),11
2162708,33,20,1,16,0,0,0,0,创建计时器16，用于显示波数(开局行为),11
2162709,33,21,1,17,0,0,0,0,创建计时器17，用于显示波数(开局行为),11
2162710,33,22,1,18,0,0,0,0,创建计时器18，用于显示波数(开局行为),11
2162711,33,23,1,19,0,0,0,0,创建计时器19，用于显示波数(开局行为),11
2162712,33,24,1,20,0,0,0,0,创建计时器20，用于显示波数(开局行为),11
2162713,33,25,1,21,0,0,0,0,创建计时器21，用于激活出生点(开局行为),11
2162714,33,26,1,22,0,0,0,0,创建计时器22，用于激活出生点(开局行为),11
2162715,33,27,1,23,0,0,0,0,创建计时器23，用于激活出生点(开局行为),11
2162716,33,28,1,24,0,0,0,0,创建计时器24，用于激活出生点(开局行为),11
2162717,33,29,1,25,0,0,0,0,创建计时器25，用于激活出生点(开局行为),11
2162718,33,30,1,26,0,0,0,0,创建计时器26，用于激活出生点(开局行为),11
2162719,33,31,1,27,0,0,0,0,创建计时器27，用于激活出生点(开局行为),11
2162720,33,32,1,28,0,0,0,0,创建计时器28，用于激活出生点(开局行为),11
2162721,33,33,1,29,0,0,0,0,创建计时器29，用于激活出生点(开局行为),11
2162722,33,34,1,30,0,0,0,0,创建计时器30，用于激活出生点(开局行为),11
2162723,33,35,1,31,0,0,0,0,创建计时器31，用于激活出生点(开局行为),11
2162724,33,36,1,32,0,0,0,0,创建计时器32，用于激活出生点(开局行为),11
2162725,33,37,1,33,0,0,0,0,创建计时器33，用于激活出生点(开局行为),11
2162726,33,38,1,34,0,0,0,0,创建计时器34，用于激活出生点(开局行为),11
2162727,33,39,1,35,0,0,0,0,创建计时器35，用于激活出生点(开局行为),11
2162728,33,40,1,36,0,0,0,0,创建计时器36，用于激活出生点(开局行为),11
2162729,33,41,1,37,0,0,0,0,创建计时器37，用于激活出生点(开局行为),11
2162730,33,42,1,38,0,0,0,0,创建计时器38，用于激活出生点(开局行为),11
2162731,33,43,1,39,0,0,0,0,创建计时器39，用于激活出生点(开局行为),11
2162732,33,44,1,40,0,0,0,0,创建计时器40，用于激活出生点(开局行为),11
2162733,33,45,10,1,0,0,0,0,开局倒计时信息(开局行为),11
2162734,33,46,3,1,0,0,0,0,创建计数器1，清空敌人,11
2162735,33,47,7,0,0,0,0,0,副本开始计时,11
2162736,33,48,2,101,0,0,0,0,计时器101开始计时,11
2162737,33,49,11,26,0,0,0,0,任务目标：幸存,11
2162738,33,50,2,1,0,0,0,0,计时器1开始计时,11
2162739,33,51,11,27,0,0,0,0,第1波,11
2162740,33,52,2,21,0,0,0,0,计时器31开始计时,11
2162741,33,53,21,0,0,0,0,0,激活第1组出生点,11
2162742,33,54,11,61,0,0,0,0,第1波结束,11
2162743,33,55,2,2,0,0,0,0,计时器2开始计时,11
2162744,33,56,11,28,0,0,0,0,第2波,11
2162745,33,57,2,22,0,0,0,0,计时器32开始计时,11
2162746,33,58,21,0,0,0,0,0,激活第2组出生点,11
2162747,33,59,11,62,0,0,0,0,第2波结束,11
2162748,33,60,2,3,0,0,0,0,计时器3开始计时,11
2162749,33,61,11,29,0,0,0,0,第3波,11
2162750,33,62,2,23,0,0,0,0,计时器33开始计时,11
2162751,33,63,21,0,0,0,0,0,激活第3组出生点,11
2162752,33,64,11,63,0,0,0,0,第3波结束,11
2162753,33,65,2,4,0,0,0,0,计时器4开始计时,11
2162754,33,66,11,30,0,0,0,0,第4波,11
2162755,33,67,2,24,0,0,0,0,计时器34开始计时,11
2162756,33,68,21,0,0,0,0,0,激活第4组出生点,11
2162757,33,69,11,64,0,0,0,0,第4波结束,11
2162758,33,70,2,5,0,0,0,0,计时器5开始计时,11
2162759,33,71,11,31,0,0,0,0,第5波,11
2162760,33,72,2,25,0,0,0,0,计时器35开始计时,11
2162761,33,73,21,0,0,0,0,0,激活第5组出生点,11
2162762,33,74,11,65,0,0,0,0,第5波结束,11
2162763,33,75,2,6,0,0,0,0,计时器6开始计时,11
2162764,33,76,11,32,0,0,0,0,第6波,11
2162765,33,77,2,26,0,0,0,0,计时器36开始计时,11
2162766,33,78,21,0,0,0,0,0,激活第6组出生点,11
2162767,33,79,11,66,0,0,0,0,第6波结束,11
2162768,33,80,2,7,0,0,0,0,计时器7开始计时,11
2162769,33,81,11,33,0,0,0,0,第7波,11
2162770,33,82,2,27,0,0,0,0,计时器37开始计时,11
2162771,33,83,21,0,0,0,0,0,激活第7组出生点,11
2162772,33,84,11,67,0,0,0,0,第7波结束,11
2162773,33,85,2,8,0,0,0,0,计时器8开始计时,11
2162774,33,86,11,34,0,0,0,0,第8波,11
2162775,33,87,2,28,0,0,0,0,计时器38开始计时,11
2162776,33,88,21,0,0,0,0,0,激活第8组出生点,11
2162777,33,89,11,68,0,0,0,0,第8波结束,11
2162778,33,90,2,9,0,0,0,0,计时器9开始计时,11
2162779,33,91,11,35,0,0,0,0,第9波,11
2162780,33,92,2,29,0,0,0,0,计时器39开始计时,11
2162781,33,93,21,0,0,0,0,0,激活第9组出生点,11
2162782,33,94,11,69,0,0,0,0,第9波结束,11
2162783,33,95,2,10,0,0,0,0,计时器10开始计时,11
2162784,33,96,11,138,0,0,0,0,第10波,11
2162785,33,97,2,30,0,0,0,0,计时器40开始计时,11
2162786,33,98,21,0,0,0,0,0,激活第10组出生点,11
2162787,33,99,11,70,0,0,0,0,第10波结束,11
2162788,33,100,12,0,0,0,0,0,副本停止计时,11
2162789,33,101,2,102,0,0,0,0,计时器102开始计时,11
2162790,33,102,11,15,0,0,0,0,显示计时器102计时,11
2162791,33,103,14,0,0,0,0,0,副本结束,11
2162792,33,104,0,1,0,0,0,0,激活障碍NPC自动炮出生点,11
2162793,33,105,23,21,0,0,0,0,奖励500币,11
2162794,33,106,23,22,0,0,0,0,奖励750币,11
2162795,33,107,23,23,0,0,0,0,奖励1000币,11
2162796,33,108,23,24,0,0,0,0,奖励1250币,11
2162797,33,109,23,25,0,0,0,0,奖励1500币,11
2228225,34,1,1,100,0,0,0,0,创建计时器100，开局倒计时(开局行为),11
2228226,34,2,2,100,0,0,0,0,计时器100开始计时(开局行为),11
2228227,34,3,1,101,0,0,0,0,创建计时器101，用于开局显示目标文字(开局行为),11
2228228,34,4,1,102,0,0,0,0,创建计时器102，用于关卡结束倒计时(开局行为),11
2228229,34,5,1,1,0,0,0,0,创建计时器1，用于显示波数(开局行为),11
2228230,34,6,1,2,0,0,0,0,创建计时器2，用于显示波数(开局行为),11
2228231,34,7,1,3,0,0,0,0,创建计时器3，用于显示波数(开局行为),11
2228232,34,8,1,4,0,0,0,0,创建计时器4，用于显示波数(开局行为),11
2228233,34,9,1,5,0,0,0,0,创建计时器5，用于显示波数(开局行为),11
2228234,34,10,1,6,0,0,0,0,创建计时器6，用于显示波数(开局行为),11
2228235,34,11,1,7,0,0,0,0,创建计时器7，用于显示波数(开局行为),11
2228236,34,12,1,8,0,0,0,0,创建计时器8，用于显示波数(开局行为),11
2228237,34,13,1,9,0,0,0,0,创建计时器9，用于显示波数(开局行为),11
2228238,34,14,1,10,0,0,0,0,创建计时器10，用于显示波数(开局行为),11
2228239,34,15,1,11,0,0,0,0,创建计时器11，用于显示波数(开局行为),11
2228240,34,16,1,12,0,0,0,0,创建计时器12，用于显示波数(开局行为),11
2228241,34,17,1,13,0,0,0,0,创建计时器13，用于显示波数(开局行为),11
2228242,34,18,1,14,0,0,0,0,创建计时器14，用于显示波数(开局行为),11
2228243,34,19,1,15,0,0,0,0,创建计时器15，用于显示波数(开局行为),11
2228244,34,20,1,16,0,0,0,0,创建计时器16，用于显示波数(开局行为),11
2228245,34,21,1,17,0,0,0,0,创建计时器17，用于显示波数(开局行为),11
2228246,34,22,1,18,0,0,0,0,创建计时器18，用于显示波数(开局行为),11
2228247,34,23,1,19,0,0,0,0,创建计时器19，用于显示波数(开局行为),11
2228248,34,24,1,20,0,0,0,0,创建计时器20，用于显示波数(开局行为),11
2228249,34,25,1,21,0,0,0,0,创建计时器21，用于激活出生点(开局行为),11
2228250,34,26,1,22,0,0,0,0,创建计时器22，用于激活出生点(开局行为),11
2228251,34,27,1,23,0,0,0,0,创建计时器23，用于激活出生点(开局行为),11
2228252,34,28,1,24,0,0,0,0,创建计时器24，用于激活出生点(开局行为),11
2228253,34,29,1,25,0,0,0,0,创建计时器25，用于激活出生点(开局行为),11
2228254,34,30,1,26,0,0,0,0,创建计时器26，用于激活出生点(开局行为),11
2228255,34,31,1,27,0,0,0,0,创建计时器27，用于激活出生点(开局行为),11
2228256,34,32,1,28,0,0,0,0,创建计时器28，用于激活出生点(开局行为),11
2228257,34,33,1,29,0,0,0,0,创建计时器29，用于激活出生点(开局行为),11
2228258,34,34,1,30,0,0,0,0,创建计时器30，用于激活出生点(开局行为),11
2228259,34,35,1,31,0,0,0,0,创建计时器31，用于激活出生点(开局行为),11
2228260,34,36,1,32,0,0,0,0,创建计时器32，用于激活出生点(开局行为),11
2228261,34,37,1,33,0,0,0,0,创建计时器33，用于激活出生点(开局行为),11
2228262,34,38,1,34,0,0,0,0,创建计时器34，用于激活出生点(开局行为),11
2228263,34,39,1,35,0,0,0,0,创建计时器35，用于激活出生点(开局行为),11
2228264,34,40,1,36,0,0,0,0,创建计时器36，用于激活出生点(开局行为),11
2228265,34,41,1,37,0,0,0,0,创建计时器37，用于激活出生点(开局行为),11
2228266,34,42,1,38,0,0,0,0,创建计时器38，用于激活出生点(开局行为),11
2228267,34,43,1,39,0,0,0,0,创建计时器39，用于激活出生点(开局行为),11
2228268,34,44,1,40,0,0,0,0,创建计时器40，用于激活出生点(开局行为),11
2228269,34,45,10,1,0,0,0,0,开局倒计时信息(开局行为),11
2228270,34,46,3,1,0,0,0,0,创建计数器1，清空敌人,11
2228271,34,47,7,0,0,0,0,0,副本开始计时,11
2228272,34,48,2,101,0,0,0,0,计时器101开始计时,11
2228273,34,49,11,26,0,0,0,0,任务目标：幸存,11
2228274,34,50,2,1,0,0,0,0,计时器1开始计时,11
2228275,34,51,11,27,0,0,0,0,第1波,11
2228276,34,52,2,21,0,0,0,0,计时器31开始计时,11
2228277,34,53,21,0,0,0,0,0,激活第1组出生点,11
2228278,34,54,11,61,0,0,0,0,第1波结束,11
2228279,34,55,2,2,0,0,0,0,计时器2开始计时,11
2228280,34,56,11,28,0,0,0,0,第2波,11
2228281,34,57,2,22,0,0,0,0,计时器32开始计时,11
2228282,34,58,21,0,0,0,0,0,激活第2组出生点,11
2228283,34,59,11,62,0,0,0,0,第2波结束,11
2228284,34,60,2,3,0,0,0,0,计时器3开始计时,11
2228285,34,61,11,29,0,0,0,0,第3波,11
2228286,34,62,2,23,0,0,0,0,计时器33开始计时,11
2228287,34,63,21,0,0,0,0,0,激活第3组出生点,11
2228288,34,64,11,63,0,0,0,0,第3波结束,11
2228289,34,65,2,4,0,0,0,0,计时器4开始计时,11
2228290,34,66,11,30,0,0,0,0,第4波,11
2228291,34,67,2,24,0,0,0,0,计时器34开始计时,11
2228292,34,68,21,0,0,0,0,0,激活第4组出生点,11
2228293,34,69,11,64,0,0,0,0,第4波结束,11
2228294,34,70,2,5,0,0,0,0,计时器5开始计时,11
2228295,34,71,11,31,0,0,0,0,第5波,11
2228296,34,72,2,25,0,0,0,0,计时器35开始计时,11
2228297,34,73,21,0,0,0,0,0,激活第5组出生点,11
2228298,34,74,11,65,0,0,0,0,第5波结束,11
2228299,34,75,2,6,0,0,0,0,计时器6开始计时,11
2228300,34,76,11,32,0,0,0,0,第6波,11
2228301,34,77,2,26,0,0,0,0,计时器36开始计时,11
2228302,34,78,21,0,0,0,0,0,激活第6组出生点,11
2228303,34,79,11,66,0,0,0,0,第6波结束,11
2228304,34,80,2,7,0,0,0,0,计时器7开始计时,11
2228305,34,81,11,33,0,0,0,0,第7波,11
2228306,34,82,2,27,0,0,0,0,计时器37开始计时,11
2228307,34,83,21,0,0,0,0,0,激活第7组出生点,11
2228308,34,84,11,67,0,0,0,0,第7波结束,11
2228309,34,85,2,8,0,0,0,0,计时器8开始计时,11
2228310,34,86,11,34,0,0,0,0,第8波,11
2228311,34,87,2,28,0,0,0,0,计时器38开始计时,11
2228312,34,88,21,0,0,0,0,0,激活第8组出生点,11
2228313,34,89,11,68,0,0,0,0,第8波结束,11
2228314,34,90,2,9,0,0,0,0,计时器9开始计时,11
2228315,34,91,11,35,0,0,0,0,第9波,11
2228316,34,92,2,29,0,0,0,0,计时器39开始计时,11
2228317,34,93,21,0,0,0,0,0,激活第9组出生点,11
2228318,34,94,11,69,0,0,0,0,第9波结束,11
2228319,34,95,2,10,0,0,0,0,计时器10开始计时,11
2228320,34,96,11,138,0,0,0,0,第10波,11
2228321,34,97,2,30,0,0,0,0,计时器40开始计时,11
2228322,34,98,21,0,0,0,0,0,激活第10组出生点,11
2228323,34,99,11,70,0,0,0,0,第10波结束,11
2228324,34,100,12,0,0,0,0,0,副本停止计时,11
2228325,34,101,2,102,0,0,0,0,计时器102开始计时,11
2228326,34,102,11,15,0,0,0,0,显示计时器102计时,11
2228327,34,103,14,0,0,0,0,0,副本结束,11
2228328,34,104,0,1,0,0,0,0,激活障碍NPC自动炮出生点,11
2228329,34,105,23,21,0,0,0,0,奖励500币,11
2228330,34,106,23,22,0,0,0,0,奖励750币,11
2228331,34,107,23,23,0,0,0,0,奖励1000币,11
2228332,34,108,23,24,0,0,0,0,奖励1250币,11
2228333,34,109,23,25,0,0,0,0,奖励1500币,11
2293761,35,1,1,100,0,0,0,0,创建计时器100，开局倒计时(开局行为),11
2293762,35,2,2,100,0,0,0,0,计时器100开始计时(开局行为),11
2293763,35,3,1,101,0,0,0,0,创建计时器101，用于开局显示目标文字(开局行为),11
2293764,35,4,1,102,0,0,0,0,创建计时器102，用于关卡结束倒计时(开局行为),11
2293765,35,5,1,1,0,0,0,0,创建计时器1，用于显示波数(开局行为),11
2293766,35,6,1,2,0,0,0,0,创建计时器2，用于显示波数(开局行为),11
2293767,35,7,1,3,0,0,0,0,创建计时器3，用于显示波数(开局行为),11
2293768,35,8,1,4,0,0,0,0,创建计时器4，用于显示波数(开局行为),11
2293769,35,9,1,5,0,0,0,0,创建计时器5，用于显示波数(开局行为),11
2293770,35,10,1,6,0,0,0,0,创建计时器6，用于显示波数(开局行为),11
2293771,35,11,1,7,0,0,0,0,创建计时器7，用于显示波数(开局行为),11
2293772,35,12,1,8,0,0,0,0,创建计时器8，用于显示波数(开局行为),11
2293773,35,13,1,9,0,0,0,0,创建计时器9，用于显示波数(开局行为),11
2293774,35,14,1,10,0,0,0,0,创建计时器10，用于显示波数(开局行为),11
2293775,35,15,1,11,0,0,0,0,创建计时器11，用于激活出生点(开局行为),11
2293776,35,16,1,12,0,0,0,0,创建计时器12，用于激活出生点(开局行为),11
2293777,35,17,1,13,0,0,0,0,创建计时器13，用于激活出生点(开局行为),11
2293778,35,18,1,14,0,0,0,0,创建计时器14，用于激活出生点(开局行为),11
2293779,35,19,1,15,0,0,0,0,创建计时器15，用于激活出生点(开局行为),11
2293780,35,20,1,16,0,0,0,0,创建计时器16，用于激活出生点(开局行为),11
2293781,35,21,1,17,0,0,0,0,创建计时器17，用于激活出生点(开局行为),11
2293782,35,22,1,18,0,0,0,0,创建计时器18，用于激活出生点(开局行为),11
2293783,35,23,1,19,0,0,0,0,创建计时器19，用于激活出生点(开局行为),11
2293784,35,24,1,20,0,0,0,0,创建计时器20，用于激活出生点(开局行为),11
2293785,35,25,1,21,0,0,0,0,创建计时器21，用于激活出生点(开局行为),11
2293786,35,26,10,1,0,0,0,0,开局倒计时信息(开局行为),11
2293787,35,27,3,1,0,0,0,0,创建计数器1，清空敌人,11
2293788,35,28,7,0,0,0,0,0,副本开始计时,11
2293789,35,29,2,101,0,0,0,0,计时器101开始计时,11
2293790,35,30,11,2,0,0,0,0,任务目标：保护能量核心不被摧毁！,11
2293791,35,31,2,1,0,0,0,0,计时器1开始计时,11
2293792,35,32,11,27,0,0,0,0,第1波,11
2293793,35,33,2,11,0,0,0,0,计时器31开始计时,11
2293794,35,34,21,0,0,0,0,0,激活第1组出生点,11
2293795,35,35,11,61,0,0,0,0,第1波结束,11
2293796,35,36,2,2,0,0,0,0,计时器2开始计时,11
2293797,35,37,11,28,0,0,0,0,第2波,11
2293798,35,38,2,12,0,0,0,0,计时器32开始计时,11
2293799,35,39,21,0,0,0,0,0,激活第2组出生点,11
2293800,35,40,11,62,0,0,0,0,第2波结束,11
2293801,35,41,2,3,0,0,0,0,计时器3开始计时,11
2293802,35,42,11,29,0,0,0,0,第3波,11
2293803,35,43,2,13,0,0,0,0,计时器33开始计时,11
2293804,35,44,21,0,0,0,0,0,激活第3组出生点,11
2293805,35,45,11,63,0,0,0,0,第3波结束,11
2293806,35,46,2,4,0,0,0,0,计时器4开始计时,11
2293807,35,47,11,30,0,0,0,0,第4波,11
2293808,35,48,2,14,0,0,0,0,计时器34开始计时,11
2293809,35,49,21,0,0,0,0,0,激活第4组出生点,11
2293810,35,50,11,64,0,0,0,0,第4波结束,11
2293811,35,51,2,5,0,0,0,0,计时器5开始计时,11
2293812,35,52,11,31,0,0,0,0,第5波,11
2293813,35,53,2,15,0,0,0,0,计时器35开始计时,11
2293814,35,54,21,0,0,0,0,0,激活第5组出生点,11
2293815,35,55,11,65,0,0,0,0,第5波结束,11
2293816,35,56,2,6,0,0,0,0,计时器6开始计时,11
2293817,35,57,11,32,0,0,0,0,第6波,11
2293818,35,58,2,16,0,0,0,0,计时器36开始计时,11
2293819,35,59,21,0,0,0,0,0,激活第6组出生点,11
2293820,35,60,11,66,0,0,0,0,第6波结束,11
2293821,35,61,2,7,0,0,0,0,计时器7开始计时,11
2293822,35,62,11,33,0,0,0,0,第7波,11
2293823,35,63,2,17,0,0,0,0,计时器37开始计时,11
2293824,35,64,21,0,0,0,0,0,激活第7组出生点,11
2293825,35,65,11,67,0,0,0,0,第7波结束,11
2293826,35,66,2,8,0,0,0,0,计时器8开始计时,11
2293827,35,67,11,34,0,0,0,0,第8波,11
2293828,35,68,2,18,0,0,0,0,计时器38开始计时,11
2293829,35,69,21,0,0,0,0,0,激活第8组出生点,11
2293830,35,70,11,68,0,0,0,0,第8波结束,11
2293831,35,71,2,9,0,0,0,0,计时器9开始计时,11
2293832,35,72,11,35,0,0,0,0,第9波,11
2293833,35,73,2,19,0,0,0,0,计时器39开始计时,11
2293834,35,74,21,0,0,0,0,0,激活第9组出生点,11
2293835,35,75,11,69,0,0,0,0,第9波结束,11
2293836,35,76,2,10,0,0,0,0,计时器10开始计时,11
2293837,35,77,11,138,0,0,0,0,第10波,11
2293838,35,78,2,20,0,0,0,0,计时器40开始计时,11
2293839,35,79,21,0,0,0,0,0,激活第10组出生点,11
2293840,35,80,11,70,0,0,0,0,第10波结束,11
2293841,35,81,12,0,0,0,0,0,副本停止计时,11
2293842,35,82,2,102,0,0,0,0,计时器102开始计时,11
2293843,35,83,11,15,0,0,0,0,显示计时器102计时,11
2293844,35,84,14,0,0,0,0,0,副本结束,11
2293845,35,85,0,1,0,0,0,0,激活障碍NPC自动炮出生点,11
2293846,35,86,23,21,0,0,0,0,奖励500币,11
2293847,35,87,23,22,0,0,0,0,奖励750币,11
2293848,35,88,23,23,0,0,0,0,奖励1000币,11
2293849,35,89,23,24,0,0,0,0,奖励1250币,11
2293850,35,90,23,25,0,0,0,0,奖励1500币,11
2293851,35,91,22,-1,0,0,0,0,暂停当前波出生点,11
2293852,35,92,24,0,0,0,0,0,杀死当前波幸存的AI,11
2293853,35,93,9,0,0,0,0,0,任务失败,11
2359297,36,1,1,100,0,0,0,0,创建计时器100，开局倒计时(开局行为),11
2359298,36,2,2,100,0,0,0,0,计时器100开始计时(开局行为),11
2359299,36,3,1,101,0,0,0,0,创建计时器101，用于开局显示目标文字(开局行为),11
2359300,36,4,1,102,0,0,0,0,创建计时器102，用于关卡结束倒计时(开局行为),11
2359301,36,5,1,1,0,0,0,0,创建计时器1，用于显示波数(开局行为),11
2359302,36,6,1,2,0,0,0,0,创建计时器2，用于显示波数(开局行为),11
2359303,36,7,1,3,0,0,0,0,创建计时器3，用于显示波数(开局行为),11
2359304,36,8,1,4,0,0,0,0,创建计时器4，用于显示波数(开局行为),11
2359305,36,9,1,5,0,0,0,0,创建计时器5，用于显示波数(开局行为),11
2359306,36,10,1,6,0,0,0,0,创建计时器6，用于显示波数(开局行为),11
2359307,36,11,1,7,0,0,0,0,创建计时器7，用于显示波数(开局行为),11
2359308,36,12,1,8,0,0,0,0,创建计时器8，用于显示波数(开局行为),11
2359309,36,13,1,9,0,0,0,0,创建计时器9，用于显示波数(开局行为),11
2359310,36,14,1,10,0,0,0,0,创建计时器10，用于显示波数(开局行为),11
2359311,36,15,1,11,0,0,0,0,创建计时器11，用于激活出生点(开局行为),11
2359312,36,16,1,12,0,0,0,0,创建计时器12，用于激活出生点(开局行为),11
2359313,36,17,1,13,0,0,0,0,创建计时器13，用于激活出生点(开局行为),11
2359314,36,18,1,14,0,0,0,0,创建计时器14，用于激活出生点(开局行为),11
2359315,36,19,1,15,0,0,0,0,创建计时器15，用于激活出生点(开局行为),11
2359316,36,20,1,16,0,0,0,0,创建计时器16，用于激活出生点(开局行为),11
2359317,36,21,1,17,0,0,0,0,创建计时器17，用于激活出生点(开局行为),11
2359318,36,22,1,18,0,0,0,0,创建计时器18，用于激活出生点(开局行为),11
2359319,36,23,1,19,0,0,0,0,创建计时器19，用于激活出生点(开局行为),11
2359320,36,24,1,20,0,0,0,0,创建计时器20，用于激活出生点(开局行为),11
2359321,36,25,1,21,0,0,0,0,创建计时器21，用于激活出生点(开局行为),11
2359322,36,26,10,1,0,0,0,0,开局倒计时信息(开局行为),11
2359323,36,27,3,1,0,0,0,0,创建计数器1，清空敌人,11
2359324,36,28,7,0,0,0,0,0,副本开始计时,11
2359325,36,29,2,101,0,0,0,0,计时器101开始计时,11
2359326,36,30,11,2,0,0,0,0,任务目标：保护能量核心不被摧毁！,11
2359327,36,31,2,1,0,0,0,0,计时器1开始计时,11
2359328,36,32,11,27,0,0,0,0,第1波,11
2359329,36,33,2,11,0,0,0,0,计时器31开始计时,11
2359330,36,34,21,0,0,0,0,0,激活第1组出生点,11
2359331,36,35,11,61,0,0,0,0,第1波结束,11
2359332,36,36,2,2,0,0,0,0,计时器2开始计时,11
2359333,36,37,11,28,0,0,0,0,第2波,11
2359334,36,38,2,12,0,0,0,0,计时器32开始计时,11
2359335,36,39,21,0,0,0,0,0,激活第2组出生点,11
2359336,36,40,11,62,0,0,0,0,第2波结束,11
2359337,36,41,2,3,0,0,0,0,计时器3开始计时,11
2359338,36,42,11,29,0,0,0,0,第3波,11
2359339,36,43,2,13,0,0,0,0,计时器33开始计时,11
2359340,36,44,21,0,0,0,0,0,激活第3组出生点,11
2359341,36,45,11,63,0,0,0,0,第3波结束,11
2359342,36,46,2,4,0,0,0,0,计时器4开始计时,11
2359343,36,47,11,30,0,0,0,0,第4波,11
2359344,36,48,2,14,0,0,0,0,计时器34开始计时,11
2359345,36,49,21,0,0,0,0,0,激活第4组出生点,11
2359346,36,50,11,64,0,0,0,0,第4波结束,11
2359347,36,51,2,5,0,0,0,0,计时器5开始计时,11
2359348,36,52,11,31,0,0,0,0,第5波,11
2359349,36,53,2,15,0,0,0,0,计时器35开始计时,11
2359350,36,54,21,0,0,0,0,0,激活第5组出生点,11
2359351,36,55,11,65,0,0,0,0,第5波结束,11
2359352,36,56,2,6,0,0,0,0,计时器6开始计时,11
2359353,36,57,11,32,0,0,0,0,第6波,11
2359354,36,58,2,16,0,0,0,0,计时器36开始计时,11
2359355,36,59,21,0,0,0,0,0,激活第6组出生点,11
2359356,36,60,11,66,0,0,0,0,第6波结束,11
2359357,36,61,2,7,0,0,0,0,计时器7开始计时,11
2359358,36,62,11,33,0,0,0,0,第7波,11
2359359,36,63,2,17,0,0,0,0,计时器37开始计时,11
2359360,36,64,21,0,0,0,0,0,激活第7组出生点,11
2359361,36,65,11,67,0,0,0,0,第7波结束,11
2359362,36,66,2,8,0,0,0,0,计时器8开始计时,11
2359363,36,67,11,34,0,0,0,0,第8波,11
2359364,36,68,2,18,0,0,0,0,计时器38开始计时,11
2359365,36,69,21,0,0,0,0,0,激活第8组出生点,11
2359366,36,70,11,68,0,0,0,0,第8波结束,11
2359367,36,71,2,9,0,0,0,0,计时器9开始计时,11
2359368,36,72,11,35,0,0,0,0,第9波,11
2359369,36,73,2,19,0,0,0,0,计时器39开始计时,11
2359370,36,74,21,0,0,0,0,0,激活第9组出生点,11
2359371,36,75,11,69,0,0,0,0,第9波结束,11
2359372,36,76,2,10,0,0,0,0,计时器10开始计时,11
2359373,36,77,11,138,0,0,0,0,第10波,11
2359374,36,78,2,20,0,0,0,0,计时器40开始计时,11
2359375,36,79,21,0,0,0,0,0,激活第10组出生点,11
2359376,36,80,11,70,0,0,0,0,第10波结束,11
2359377,36,81,12,0,0,0,0,0,副本停止计时,11
2359378,36,82,2,102,0,0,0,0,计时器102开始计时,11
2359379,36,83,11,15,0,0,0,0,显示计时器102计时,11
2359380,36,84,14,0,0,0,0,0,副本结束,11
2359381,36,85,0,1,0,0,0,0,激活障碍NPC自动炮出生点,11
2359382,36,86,23,21,0,0,0,0,奖励500币,11
2359383,36,87,23,22,0,0,0,0,奖励750币,11
2359384,36,88,23,23,0,0,0,0,奖励1000币,11
2359385,36,89,23,24,0,0,0,0,奖励1250币,11
2359386,36,90,23,25,0,0,0,0,奖励1500币,11
2359387,36,91,22,-1,0,0,0,0,暂停当前波出生点,11
2359388,36,92,24,0,0,0,0,0,杀死当前波幸存的AI,11
2359389,36,93,9,0,0,0,0,0,任务失败,11
2424833,37,1,1,100,0,0,0,0,创建计时器100，开局倒计时(开局行为),11
2424834,37,2,2,100,0,0,0,0,计时器100开始计时(开局行为),11
2424835,37,3,1,101,0,0,0,0,创建计时器101，用于开局显示目标文字(开局行为),11
2424836,37,4,1,102,0,0,0,0,创建计时器102，用于关卡结束倒计时(开局行为),11
2424837,37,5,1,1,0,0,0,0,创建计时器1，用于显示波数(开局行为),11
2424838,37,6,1,2,0,0,0,0,创建计时器2，用于显示波数(开局行为),11
2424839,37,7,1,3,0,0,0,0,创建计时器3，用于显示波数(开局行为),11
2424840,37,8,1,4,0,0,0,0,创建计时器4，用于显示波数(开局行为),11
2424841,37,9,1,5,0,0,0,0,创建计时器5，用于显示波数(开局行为),11
2424842,37,10,1,6,0,0,0,0,创建计时器6，用于显示波数(开局行为),11
2424843,37,11,1,7,0,0,0,0,创建计时器7，用于显示波数(开局行为),11
2424844,37,12,1,8,0,0,0,0,创建计时器8，用于显示波数(开局行为),11
2424845,37,13,1,9,0,0,0,0,创建计时器9，用于显示波数(开局行为),11
2424846,37,14,1,10,0,0,0,0,创建计时器10，用于显示波数(开局行为),11
2424847,37,15,1,11,0,0,0,0,创建计时器11，用于激活出生点(开局行为),11
2424848,37,16,1,12,0,0,0,0,创建计时器12，用于激活出生点(开局行为),11
2424849,37,17,1,13,0,0,0,0,创建计时器13，用于激活出生点(开局行为),11
2424850,37,18,1,14,0,0,0,0,创建计时器14，用于激活出生点(开局行为),11
2424851,37,19,1,15,0,0,0,0,创建计时器15，用于激活出生点(开局行为),11
2424852,37,20,1,16,0,0,0,0,创建计时器16，用于激活出生点(开局行为),11
